TOP.64b96186.0000ba0a	START
TOP.652e60bd.00037f53	user_options->veracrypt_pim_start	485
TOP.652e60bd.00037f53	user_options->veracrypt_pim_stop	485
TOP.652e60bd.00037f53	user_options->version	0
TOP.652e60bd.00037f53	user_options->workload_profile	2
TOP.652e60bd.00037f53	user_options->brain_client	0
TOP.652e60bd.00037f53	user_options->brain_client_features	2
TOP.652e60bd.00037f53	user_options->brain_server	0
TOP.652e60bd.00037f53	user_options->brain_server_timer	300
TOP.652e60bd.00037f53	user_options->brain_port	6863
TOP.652e60bd.00037f53	user_options->brain_session	0
TOP.652e60bd.00037f53	hashes->hashlist_mode	2
TOP.652e60bd.00037f53	hashes->hashlist_format	0
TOP.652e60bd.00037f53	hashes->hashes_cnt	0
TOP.652e60bd.00037f53	hashes->digests_cnt	1
TOP.652e60bd.00037f53	hashes->digests_done	0
TOP.652e60bd.00037f53	hashes->salts_cnt	1
TOP.652e60bd.00037f53	hashes->salts_done	0
TOP.652e60bd.00037f53	SUB.652e60bd.000567c5	START
TOP.652e60bd.00037f53	SUB.652e60bd.000567c5	straight_ctx->dict	D:\ISAN Security Gizmo Box\data\rockyou.txt
TOP.652e60bd.00037f53	SUB.652e60bd.000567c5	runtime_start	1697538237
TOP.652e60bd.00037f53	SUB.652e60bd.000567c5	runtime_stop	1697538237
TOP.652e60bd.00037f53	SUB.652e60bd.000567c5	status-after-work	6
TOP.652e60bd.00037f53	SUB.652e60bd.000567c5	STOP
TOP.652e60bd.00037f53	proc_start	1697538237
TOP.652e60bd.00037f53	proc_stop	1697538238
TOP.652e60bd.00037f53	STOP
TOP.6530e477.000bbf6a	START
TOP.6530e477.000bbf6a	folder_config->cwd	D:\Hashcat\hashcat-6.2.5
TOP.6530e477.000bbf6a	folder_config->install_dir	.
TOP.6530e477.000bbf6a	folder_config->profile_dir	.
TOP.6530e477.000bbf6a	folder_config->session_dir	.
TOP.6530e477.000bbf6a	folder_config->shared_dir	.
TOP.6530e477.000bbf6a	user_options->encoding_from	utf-8
TOP.6530e477.000bbf6a	user_options->encoding_to	utf-8
TOP.6530e477.000bbf6a	user_options->backend_devices	2
TOP.6530e477.000bbf6a	user_options->rule_buf_l	:
TOP.6530e477.000bbf6a	user_options->rule_buf_r	:
TOP.6530e477.000bbf6a	user_options->session	hashcat
TOP.6530e477.000bbf6a	user_options->separator	:
TOP.6530e477.000bbf6a	user_options->limit	0
TOP.6530e477.000bbf6a	user_options->skip	0
TOP.6530e477.000bbf6a	user_options->attack_mode	6
TOP.6530e477.000bbf6a	user_options->benchmark	0
TOP.6530e477.000bbf6a	user_options->benchmark_all	0
TOP.6530e477.000bbf6a	user_options->bitmap_max	18
TOP.6530e477.000bbf6a	user_options->bitmap_min	16
TOP.6530e477.000bbf6a	user_options->debug_mode	0
TOP.6530e477.000bbf6a	user_options->hash_info	0
TOP.6530e477.000bbf6a	user_options->force	0
TOP.6530e477.000bbf6a	user_options->hwmon_disable	0
TOP.6530e477.000bbf6a	user_options->hwmon_temp_abort	90
TOP.6530e477.000bbf6a	user_options->hash_mode	0
TOP.6530e477.000bbf6a	user_options->hex_charset	0
TOP.6530e477.000bbf6a	user_options->hex_salt	0
TOP.6530e477.000bbf6a	user_options->hex_wordlist	0
TOP.6530e477.000bbf6a	user_options->hook_threads	8
TOP.6530e477.000bbf6a	user_options->identify	0
TOP.6530e477.000bbf6a	user_options->increment	0
TOP.6530e477.000bbf6a	user_options->increment_max	256
TOP.6530e477.000bbf6a	user_options->increment_min	1
TOP.6530e477.000bbf6a	user_options->keep_guessing	0
TOP.6530e477.000bbf6a	user_options->kernel_accel	0
TOP.6530e477.000bbf6a	user_options->kernel_loops	0
TOP.6530e477.000bbf6a	user_options->kernel_threads	0
TOP.6530e477.000bbf6a	user_options->keyspace	0
TOP.6530e477.000bbf6a	user_options->left	0
TOP.6530e477.000bbf6a	user_options->logfile_disable	0
TOP.6530e477.000bbf6a	user_options->loopback	0
TOP.6530e477.000bbf6a	user_options->machine_readable	0
TOP.6530e477.000bbf6a	user_options->markov_classic	0
TOP.6530e477.000bbf6a	user_options->markov_disable	0
TOP.6530e477.000bbf6a	user_options->markov_inverse	0
TOP.6530e477.000bbf6a	user_options->markov_threshold	256
TOP.6530e477.000bbf6a	user_options->multiply_accel_disable	0
TOP.6530e477.000bbf6a	user_options->backend_info	0
TOP.6530e477.000bbf6a	user_options->backend_vector_width	0
TOP.6530e477.000bbf6a	user_options->optimized_kernel_enable	0
TOP.6530e477.000bbf6a	user_options->outfile_autohex	1
TOP.6530e477.000bbf6a	user_options->outfile_check_timer	5
TOP.6530e477.000bbf6a	user_options->outfile_format	3
TOP.6530e477.000bbf6a	user_options->wordlist_autohex_disable	0
TOP.6530e477.000bbf6a	user_options->potfile_disable	0
TOP.6530e477.000bbf6a	user_options->progress_only	0
TOP.6530e477.000bbf6a	user_options->quiet	0
TOP.6530e477.000bbf6a	user_options->remove	0
TOP.6530e477.000bbf6a	user_options->remove_timer	60
TOP.6530e477.000bbf6a	user_options->restore	0
TOP.6530e477.000bbf6a	user_options->restore_disable	0
TOP.6530e477.000bbf6a	user_options->restore_timer	60
TOP.6530e477.000bbf6a	user_options->rp_files_cnt	0
TOP.6530e477.000bbf6a	user_options->rp_gen	0
TOP.6530e477.000bbf6a	user_options->rp_gen_func_max	4
TOP.6530e477.000bbf6a	user_options->rp_gen_func_min	1
TOP.6530e477.000bbf6a	user_options->rp_gen_seed	0
TOP.6530e477.000bbf6a	user_options->runtime	0
TOP.6530e477.000bbf6a	user_options->scrypt_tmto	0
TOP.6530e477.000bbf6a	user_options->segment_size	33554432
TOP.6530e477.000bbf6a	user_options->self_test_disable	0
TOP.6530e477.000bbf6a	user_options->slow_candidates	0
TOP.6530e477.000bbf6a	user_options->show	0
TOP.6530e477.000bbf6a	user_options->speed_only	0
TOP.6530e477.000bbf6a	user_options->spin_damp	0
TOP.6530e477.000bbf6a	user_options->status	0
TOP.6530e477.000bbf6a	user_options->status_json	0
TOP.6530e477.000bbf6a	user_options->status_timer	10
TOP.6530e477.000bbf6a	user_options->stdout_flag	0
TOP.6530e477.000bbf6a	user_options->usage	0
TOP.6530e477.000bbf6a	user_options->username	0
TOP.6530e477.000bbf6a	user_options->veracrypt_pim_start	485
TOP.6530e477.000bbf6a	user_options->veracrypt_pim_stop	485
TOP.6530e477.000bbf6a	user_options->version	0
TOP.6530e477.000bbf6a	user_options->workload_profile	2
TOP.6530e477.000bbf6a	user_options->brain_client	0
TOP.6530e477.000bbf6a	user_options->brain_client_features	2
TOP.6530e477.000bbf6a	user_options->brain_server	0
TOP.6530e477.000bbf6a	user_options->brain_server_timer	300
TOP.6530e477.000bbf6a	user_options->brain_port	6863
TOP.6530e477.000bbf6a	user_options->brain_session	0
TOP.6530e477.000bbf6a	hashes->hashlist_mode	2
TOP.6530e477.000bbf6a	hashes->hashlist_format	0
TOP.6530e477.000bbf6a	hashes->hashes_cnt	0
TOP.6530e477.000bbf6a	hashes->digests_cnt	1
TOP.6530e477.000bbf6a	hashes->digests_done	0
TOP.6530e477.000bbf6a	hashes->salts_cnt	1
TOP.6530e477.000bbf6a	hashes->salts_done	0
TOP.6530e477.000bbf6a	SUB.6530e47f.00010b95	START
TOP.6530e477.000bbf6a	SUB.6530e47f.00010b95	straight_ctx->dict	data\rockyou.txt
TOP.6530e477.000bbf6a	SUB.6530e47f.00010b95	mask_ctx->mask	?d
TOP.6530e477.000bbf6a	SUB.6530e47f.000964c4	START
TOP.6530e477.000bbf6a	SUB.6530e47f.000964c4	straight_ctx->dict	?d
TOP.6530e477.000bbf6a	SUB.6530e47f.000964c4	mask_ctx->mask	?d
TOP.6530e477.000bbf6a	SUB.6530e47f.000e2775	START
TOP.6530e477.000bbf6a	SUB.6530e47f.000e2775	straight_ctx->dict	?d
TOP.6530e477.000bbf6a	SUB.6530e47f.000e2775	mask_ctx->mask	?d
TOP.6530e477.000bbf6a	SUB.6530e480.000355ef	START
TOP.6530e477.000bbf6a	SUB.6530e480.000355ef	straight_ctx->dict	?d
TOP.6530e477.000bbf6a	SUB.6530e480.000355ef	mask_ctx->mask	?d
TOP.6530e477.000bbf6a	proc_start	1697703031
TOP.6530e477.000bbf6a	proc_stop	1697703041
TOP.6530e477.000bbf6a	STOP
TOP.6530e970.00097fba	START
TOP.6530e970.00097fba	folder_config->cwd	D:\Hashcat\hashcat-6.2.5
TOP.6530e970.00097fba	folder_config->install_dir	.
TOP.6530e970.00097fba	folder_config->profile_dir	.
TOP.6530e970.00097fba	folder_config->session_dir	.
TOP.6530e970.00097fba	folder_config->shared_dir	.
TOP.6530e970.00097fba	user_options->encoding_from	utf-8
TOP.6530e970.00097fba	user_options->encoding_to	utf-8
TOP.6530e970.00097fba	user_options->backend_devices	2
TOP.6530e970.00097fba	user_options->rule_buf_l	:
TOP.6530e970.00097fba	user_options->rule_buf_r	:
TOP.6530e970.00097fba	user_options->session	hashcat
TOP.6530e970.00097fba	user_options->separator	:
TOP.6530e970.00097fba	user_options->limit	0
TOP.6530e970.00097fba	user_options->skip	0
TOP.6530e970.00097fba	user_options->attack_mode	6
TOP.6530e970.00097fba	user_options->benchmark	0
TOP.6530e970.00097fba	user_options->benchmark_all	0
TOP.6530e970.00097fba	user_options->bitmap_max	18
TOP.6530e970.00097fba	user_options->bitmap_min	16
TOP.6530e970.00097fba	user_options->debug_mode	0
TOP.6530e970.00097fba	user_options->hash_info	0
TOP.6530e970.00097fba	user_options->force	0
TOP.6530e970.00097fba	user_options->hwmon_disable	0
TOP.6530e970.00097fba	user_options->hwmon_temp_abort	90
TOP.6530e970.00097fba	user_options->hash_mode	0
TOP.6530e970.00097fba	user_options->hex_charset	0
TOP.6530e970.00097fba	user_options->hex_salt	0
TOP.6530e970.00097fba	user_options->hex_wordlist	0
TOP.6530e970.00097fba	user_options->hook_threads	8
TOP.6530e970.00097fba	user_options->identify	0
TOP.6530e970.00097fba	user_options->increment	0
TOP.6530e970.00097fba	user_options->increment_max	256
TOP.6530e970.00097fba	user_options->increment_min	1
TOP.6530e970.00097fba	user_options->keep_guessing	0
TOP.6530e970.00097fba	user_options->kernel_accel	0
TOP.6530e970.00097fba	user_options->kernel_loops	0
TOP.6530e970.00097fba	user_options->kernel_threads	0
TOP.6530e970.00097fba	user_options->keyspace	0
TOP.6530e970.00097fba	user_options->left	0
TOP.6530e970.00097fba	user_options->logfile_disable	0
TOP.6530e970.00097fba	user_options->loopback	0
TOP.6530e970.00097fba	user_options->machine_readable	0
TOP.6530e970.00097fba	user_options->markov_classic	0
TOP.6530e970.00097fba	user_options->markov_disable	0
TOP.6530e970.00097fba	user_options->markov_inverse	0
TOP.6530e970.00097fba	user_options->markov_threshold	256
TOP.6530e970.00097fba	user_options->multiply_accel_disable	0
TOP.6530e970.00097fba	user_options->backend_info	0
TOP.6530e970.00097fba	user_options->backend_vector_width	0
TOP.6530e970.00097fba	user_options->optimized_kernel_enable	0
TOP.6530e970.00097fba	user_options->outfile_autohex	1
TOP.6530e970.00097fba	user_options->outfile_check_timer	5
TOP.6530e970.00097fba	user_options->outfile_format	3
TOP.6530e970.00097fba	user_options->wordlist_autohex_disable	0
TOP.6530e970.00097fba	user_options->potfile_disable	0
TOP.6530e970.00097fba	user_options->progress_only	0
TOP.6530e970.00097fba	user_options->quiet	0
TOP.6530e970.00097fba	user_options->remove	0
TOP.6530e970.00097fba	user_options->remove_timer	60
TOP.6530e970.00097fba	user_options->restore	0
TOP.6530e970.00097fba	user_options->restore_disable	0
TOP.6530e970.00097fba	user_options->restore_timer	60
TOP.6530e970.00097fba	user_options->rp_files_cnt	0
TOP.6530e970.00097fba	user_options->rp_gen	0
TOP.6530e970.00097fba	user_options->rp_gen_func_max	4
TOP.6530e970.00097fba	user_options->rp_gen_func_min	1
TOP.6530e970.00097fba	user_options->rp_gen_seed	0
TOP.6530e970.00097fba	user_options->runtime	0
TOP.6530e970.00097fba	user_options->scrypt_tmto	0
TOP.6530e970.00097fba	user_options->segment_size	33554432
TOP.6530e970.00097fba	user_options->self_test_disable	0
TOP.6530e970.00097fba	user_options->slow_candidates	0
TOP.6530e970.00097fba	user_options->show	0
TOP.6530e970.00097fba	user_options->speed_only	0
TOP.6530e970.00097fba	user_options->spin_damp	0
TOP.6530e970.00097fba	user_options->status	0
TOP.6530e970.00097fba	user_options->status_json	0
TOP.6530e970.00097fba	user_options->status_timer	10
TOP.6530e970.00097fba	user_options->stdout_flag	0
TOP.6530e970.00097fba	user_options->usage	0
TOP.6530e970.00097fba	user_options->username	0
TOP.6530e970.00097fba	user_options->veracrypt_pim_start	485
TOP.6530e970.00097fba	user_options->veracrypt_pim_stop	485
TOP.6530e970.00097fba	user_options->version	0
TOP.6530e970.00097fba	user_options->workload_profile	2
TOP.6530e970.00097fba	user_options->brain_client	0
TOP.6530e970.00097fba	user_options->brain_client_features	2
TOP.6530e970.00097fba	user_options->brain_server	0
TOP.6530e970.00097fba	user_options->brain_server_timer	300
TOP.6530e970.00097fba	user_options->brain_port	6863
TOP.6530e970.00097fba	user_options->brain_session	0
TOP.6530e970.00097fba	hashes->hashlist_mode	2
TOP.6530e970.00097fba	hashes->hashlist_format	0
TOP.6530e970.00097fba	hashes->hashes_cnt	0
TOP.6530e970.00097fba	hashes->digests_cnt	1
TOP.6530e970.00097fba	hashes->digests_done	0
TOP.6530e970.00097fba	hashes->salts_cnt	1
TOP.6530e970.00097fba	hashes->salts_done	0
TOP.6530e970.00097fba	SUB.6530e971.000e6625	START
TOP.6530e970.00097fba	SUB.6530e971.000e6625	straight_ctx->dict	D:\ISAN Security Gizmo Box\data\rockyou.txt
TOP.6530e970.00097fba	SUB.6530e971.000e6625	mask_ctx->mask	?d?d?d?d
TOP.6530e970.00097fba	SUB.6530e971.000e6625	runtime_start	1697704306
TOP.6530e970.00097fba	SUB.6530e971.000e6625	runtime_stop	1697704307
TOP.6530e970.00097fba	SUB.6530e971.000e6625	status-after-work	6
TOP.6530e970.00097fba	SUB.6530e971.000e6625	STOP
TOP.6530e970.00097fba	proc_start	1697704304
TOP.6530e970.00097fba	proc_stop	1697704308
TOP.6530e970.00097fba	STOP
TOP.6530ea19.00089171	START
TOP.6530ea19.00089171	folder_config->cwd	D:\Hashcat\hashcat-6.2.5
TOP.6530ea19.00089171	folder_config->install_dir	.
TOP.6530ea19.00089171	folder_config->profile_dir	.
TOP.6530ea19.00089171	folder_config->session_dir	.
TOP.6530ea19.00089171	folder_config->shared_dir	.
TOP.6530ea19.00089171	user_options->encoding_from	utf-8
TOP.6530ea19.00089171	user_options->encoding_to	utf-8
TOP.6530ea19.00089171	user_options->backend_devices	2
TOP.6530ea19.00089171	user_options->rule_buf_l	:
TOP.6530ea19.00089171	user_options->rule_buf_r	:
TOP.6530ea19.00089171	user_options->session	hashcat
TOP.6530ea19.00089171	user_options->separator	:
TOP.6530ea19.00089171	user_options->limit	0
TOP.6530ea19.00089171	user_options->skip	0
TOP.6530ea19.00089171	user_options->attack_mode	6
TOP.6530ea19.00089171	user_options->benchmark	0
TOP.6530ea19.00089171	user_options->benchmark_all	0
TOP.6530ea19.00089171	user_options->bitmap_max	18
TOP.6530ea19.00089171	user_options->bitmap_min	16
TOP.6530ea19.00089171	user_options->debug_mode	0
TOP.6530ea19.00089171	user_options->hash_info	0
TOP.6530ea19.00089171	user_options->force	0
TOP.6530ea19.00089171	user_options->hwmon_disable	0
TOP.6530ea19.00089171	user_options->hwmon_temp_abort	90
TOP.6530ea19.00089171	user_options->hash_mode	0
TOP.6530ea19.00089171	user_options->hex_charset	0
TOP.6530ea19.00089171	user_options->hex_salt	0
TOP.6530ea19.00089171	user_options->hex_wordlist	0
TOP.6530ea19.00089171	user_options->hook_threads	8
TOP.6530ea19.00089171	user_options->identify	0
TOP.6530ea19.00089171	user_options->increment	0
TOP.6530ea19.00089171	user_options->increment_max	256
TOP.6530ea19.00089171	user_options->increment_min	1
TOP.6530ea19.00089171	user_options->keep_guessing	0
TOP.6530ea19.00089171	user_options->kernel_accel	0
TOP.6530ea19.00089171	user_options->kernel_loops	0
TOP.6530ea19.00089171	user_options->kernel_threads	0
TOP.6530ea19.00089171	user_options->keyspace	0
TOP.6530ea19.00089171	user_options->left	0
TOP.6530ea19.00089171	user_options->logfile_disable	0
TOP.6530ea19.00089171	user_options->loopback	0
TOP.6530ea19.00089171	user_options->machine_readable	0
TOP.6530ea19.00089171	user_options->markov_classic	0
TOP.6530ea19.00089171	user_options->markov_disable	0
TOP.6530ea19.00089171	user_options->markov_inverse	0
TOP.6530ea19.00089171	user_options->markov_threshold	256
TOP.6530ea19.00089171	user_options->multiply_accel_disable	0
TOP.6530ea19.00089171	user_options->backend_info	0
TOP.6530ea19.00089171	user_options->backend_vector_width	0
TOP.6530ea19.00089171	user_options->optimized_kernel_enable	0
TOP.6530ea19.00089171	user_options->outfile_autohex	1
TOP.6530ea19.00089171	user_options->outfile_check_timer	5
TOP.6530ea19.00089171	user_options->outfile_format	3
TOP.6530ea19.00089171	user_options->wordlist_autohex_disable	0
TOP.6530ea19.00089171	user_options->potfile_disable	0
TOP.6530ea19.00089171	user_options->progress_only	0
TOP.6530ea19.00089171	user_options->quiet	0
TOP.6530ea19.00089171	user_options->remove	0
TOP.6530ea19.00089171	user_options->remove_timer	60
TOP.6530ea19.00089171	user_options->restore	0
TOP.6530ea19.00089171	user_options->restore_disable	0
TOP.6530ea19.00089171	user_options->restore_timer	60
TOP.6530ea19.00089171	user_options->rp_files_cnt	0
TOP.6530ea19.00089171	user_options->rp_gen	0
TOP.6530ea19.00089171	user_options->rp_gen_func_max	4
TOP.6530ea19.00089171	user_options->rp_gen_func_min	1
TOP.6530ea19.00089171	user_options->rp_gen_seed	0
TOP.6530ea19.00089171	user_options->runtime	0
TOP.6530ea19.00089171	user_options->scrypt_tmto	0
TOP.6530ea19.00089171	user_options->segment_size	33554432
TOP.6530ea19.00089171	user_options->self_test_disable	0
TOP.6530ea19.00089171	user_options->slow_candidates	0
TOP.6530ea19.00089171	user_options->show	0
TOP.6530ea19.00089171	user_options->speed_only	0
TOP.6530ea19.00089171	user_options->spin_damp	0
TOP.6530ea19.00089171	user_options->status	0
TOP.6530ea19.00089171	user_options->status_json	0
TOP.6530ea19.00089171	user_options->status_timer	10
TOP.6530ea19.00089171	user_options->stdout_flag	0
TOP.6530ea19.00089171	user_options->usage	0
TOP.6530ea19.00089171	user_options->username	0
TOP.6530ea19.00089171	user_options->veracrypt_pim_start	485
TOP.6530ea19.00089171	user_options->veracrypt_pim_stop	485
TOP.6530ea19.00089171	user_options->version	0
TOP.6530ea19.00089171	user_options->workload_profile	2
TOP.6530ea19.00089171	user_options->brain_client	0
TOP.6530ea19.00089171	user_options->brain_client_features	2
TOP.6530ea19.00089171	user_options->brain_server	0
TOP.6530ea19.00089171	user_options->brain_server_timer	300
TOP.6530ea19.00089171	user_options->brain_port	6863
TOP.6530ea19.00089171	user_options->brain_session	0
TOP.6530ea19.00089171	hashes->hashlist_mode	2
TOP.6530ea19.00089171	hashes->hashlist_format	0
TOP.6530ea19.00089171	hashes->hashes_cnt	0
TOP.6530ea19.00089171	hashes->digests_cnt	1
TOP.6530ea19.00089171	hashes->digests_done	0
TOP.6530ea19.00089171	hashes->salts_cnt	1
TOP.6530ea19.00089171	hashes->salts_done	0
TOP.6530ea19.00089171	SUB.6530ea1a.000b8bd6	START
TOP.6530ea19.00089171	SUB.6530ea1a.000b8bd6	straight_ctx->dict	D:\ISAN Security Gizmo Box\data\rockyou.txt
TOP.6530ea19.00089171	SUB.6530ea1a.000b8bd6	mask_ctx->mask	?d?d?d?d
TOP.6530ea19.00089171	SUB.6530ea1a.000b8bd6	runtime_start	1697704475
TOP.6530ea19.00089171	SUB.6530ea1a.000b8bd6	runtime_stop	1697704475
TOP.6530ea19.00089171	SUB.6530ea1a.000b8bd6	status-after-work	6
TOP.6530ea19.00089171	SUB.6530ea1a.000b8bd6	STOP
TOP.6530ea19.00089171	proc_start	1697704473
TOP.6530ea19.00089171	proc_stop	1697704477
TOP.6530ea19.00089171	STOP
TOP.6530ea79.0008a58d	START
TOP.6530ea79.0008a58d	folder_config->cwd	D:\Hashcat\hashcat-6.2.5
TOP.6530ea79.0008a58d	folder_config->install_dir	.
TOP.6530ea79.0008a58d	folder_config->profile_dir	.
TOP.6530ea79.0008a58d	folder_config->session_dir	.
TOP.6530ea79.0008a58d	folder_config->shared_dir	.
TOP.6530ea79.0008a58d	user_options->encoding_from	utf-8
TOP.6530ea79.0008a58d	user_options->encoding_to	utf-8
TOP.6530ea79.0008a58d	user_options->backend_devices	2
TOP.6530ea79.0008a58d	user_options->rule_buf_l	:
TOP.6530ea79.0008a58d	user_options->rule_buf_r	:
TOP.6530ea79.0008a58d	user_options->session	hashcat
TOP.6530ea79.0008a58d	user_options->separator	:
TOP.6530ea79.0008a58d	user_options->limit	0
TOP.6530ea79.0008a58d	user_options->skip	0
TOP.6530ea79.0008a58d	user_options->attack_mode	7
TOP.6530ea79.0008a58d	user_options->benchmark	0
TOP.6530ea79.0008a58d	user_options->benchmark_all	0
TOP.6530ea79.0008a58d	user_options->bitmap_max	18
TOP.6530ea79.0008a58d	user_options->bitmap_min	16
TOP.6530ea79.0008a58d	user_options->debug_mode	0
TOP.6530ea79.0008a58d	user_options->hash_info	0
TOP.6530ea79.0008a58d	user_options->force	0
TOP.6530ea79.0008a58d	user_options->hwmon_disable	0
TOP.6530ea79.0008a58d	user_options->hwmon_temp_abort	90
TOP.6530ea79.0008a58d	user_options->hash_mode	0
TOP.6530ea79.0008a58d	user_options->hex_charset	0
TOP.6530ea79.0008a58d	user_options->hex_salt	0
TOP.6530ea79.0008a58d	user_options->hex_wordlist	0
TOP.6530ea79.0008a58d	user_options->hook_threads	8
TOP.6530ea79.0008a58d	user_options->identify	0
TOP.6530ea79.0008a58d	user_options->increment	0
TOP.6530ea79.0008a58d	user_options->increment_max	256
TOP.6530ea79.0008a58d	user_options->increment_min	1
TOP.6530ea79.0008a58d	user_options->keep_guessing	0
TOP.6530ea79.0008a58d	user_options->kernel_accel	0
TOP.6530ea79.0008a58d	user_options->kernel_loops	0
TOP.6530ea79.0008a58d	user_options->kernel_threads	0
TOP.6530ea79.0008a58d	user_options->keyspace	0
TOP.6530ea79.0008a58d	user_options->left	0
TOP.6530ea79.0008a58d	user_options->logfile_disable	0
TOP.6530ea79.0008a58d	user_options->loopback	0
TOP.6530ea79.0008a58d	user_options->machine_readable	0
TOP.6530ea79.0008a58d	user_options->markov_classic	0
TOP.6530ea79.0008a58d	user_options->markov_disable	0
TOP.6530ea79.0008a58d	user_options->markov_inverse	0
TOP.6530ea79.0008a58d	user_options->markov_threshold	256
TOP.6530ea79.0008a58d	user_options->multiply_accel_disable	0
TOP.6530ea79.0008a58d	user_options->backend_info	0
TOP.6530ea79.0008a58d	user_options->backend_vector_width	0
TOP.6530ea79.0008a58d	user_options->optimized_kernel_enable	0
TOP.6530ea79.0008a58d	user_options->outfile_autohex	1
TOP.6530ea79.0008a58d	user_options->outfile_check_timer	5
TOP.6530ea79.0008a58d	user_options->outfile_format	3
TOP.6530ea79.0008a58d	user_options->wordlist_autohex_disable	0
TOP.6530ea79.0008a58d	user_options->potfile_disable	0
TOP.6530ea79.0008a58d	user_options->progress_only	0
TOP.6530ea79.0008a58d	user_options->quiet	0
TOP.6530ea79.0008a58d	user_options->remove	0
TOP.6530ea79.0008a58d	user_options->remove_timer	60
TOP.6530ea79.0008a58d	user_options->restore	0
TOP.6530ea79.0008a58d	user_options->restore_disable	0
TOP.6530ea79.0008a58d	user_options->restore_timer	60
TOP.6530ea79.0008a58d	user_options->rp_files_cnt	0
TOP.6530ea79.0008a58d	user_options->rp_gen	0
TOP.6530ea79.0008a58d	user_options->rp_gen_func_max	4
TOP.6530ea79.0008a58d	user_options->rp_gen_func_min	1
TOP.6530ea79.0008a58d	user_options->rp_gen_seed	0
TOP.6530ea79.0008a58d	user_options->runtime	0
TOP.6530ea79.0008a58d	user_options->scrypt_tmto	0
TOP.6530ea79.0008a58d	user_options->segment_size	33554432
TOP.6530ea79.0008a58d	user_options->self_test_disable	0
TOP.6530ea79.0008a58d	user_options->slow_candidates	0
TOP.6530ea79.0008a58d	user_options->show	0
TOP.6530ea79.0008a58d	user_options->speed_only	0
TOP.6530ea79.0008a58d	user_options->spin_damp	0
TOP.6530ea79.0008a58d	user_options->status	0
TOP.6530ea79.0008a58d	user_options->status_json	0
TOP.6530ea79.0008a58d	user_options->status_timer	10
TOP.6530ea79.0008a58d	user_options->stdout_flag	0
TOP.6530ea79.0008a58d	user_options->usage	0
TOP.6530ea79.0008a58d	user_options->username	0
TOP.6530ea79.0008a58d	user_options->veracrypt_pim_start	485
TOP.6530ea79.0008a58d	user_options->veracrypt_pim_stop	485
TOP.6530ea79.0008a58d	user_options->version	0
TOP.6530ea79.0008a58d	user_options->workload_profile	2
TOP.6530ea79.0008a58d	user_options->brain_client	0
TOP.6530ea79.0008a58d	user_options->brain_client_features	2
TOP.6530ea79.0008a58d	user_options->brain_server	0
TOP.6530ea79.0008a58d	user_options->brain_server_timer	300
TOP.6530ea79.0008a58d	user_options->brain_port	6863
TOP.6530ea79.0008a58d	user_options->brain_session	0
TOP.6530ea79.0008a58d	hashes->hashlist_mode	2
TOP.6530ea79.0008a58d	hashes->hashlist_format	0
TOP.6530ea79.0008a58d	hashes->hashes_cnt	0
TOP.6530ea79.0008a58d	hashes->digests_cnt	1
TOP.6530ea79.0008a58d	hashes->digests_done	0
TOP.6530ea79.0008a58d	hashes->salts_cnt	1
TOP.6530ea79.0008a58d	hashes->salts_done	0
TOP.6530ea79.0008a58d	SUB.6530ea7f.0008b393	START
TOP.6530ea79.0008a58d	SUB.6530ea7f.0008b393	straight_ctx->dict	D:\ISAN Security Gizmo Box\data\rockyou.txt
TOP.6530ea79.0008a58d	SUB.6530ea7f.0008b393	mask_ctx->mask	?d?d?d?d
TOP.6530ea79.0008a58d	SUB.6530ea7f.0008b393	runtime_start	1697704576
TOP.6530ea79.0008a58d	SUB.6530ea7f.0008b393	runtime_stop	1697704576
TOP.6530ea79.0008a58d	SUB.6530ea7f.0008b393	status-after-work	6
TOP.6530ea79.0008a58d	SUB.6530ea7f.0008b393	STOP
TOP.6530ea79.0008a58d	proc_start	1697704569
TOP.6530ea79.0008a58d	proc_stop	1697704577
TOP.6530ea79.0008a58d	STOP
